,Customer Type,Type of Travel,satisfaction,Gender,Class,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
13490,Loyal Customer,Business travel,satisfied,Male,Business,36.0,2137.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,0.0,0.0
13491,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco Plus,64.0,247.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,12.0
13492,Loyal Customer,Business travel,satisfied,Male,Business,40.0,3306.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,22.0,49.0
13493,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,68.0,589.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,22.0
13494,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,36.0,109.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,18.0,8.0
13495,Loyal Customer,Business travel,satisfied,Male,Business,25.0,1440.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,0.0,0.0
13496,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,71.0,3055.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,95.0,108.0
13497,Loyal Customer,Business travel,satisfied,Female,Business,41.0,1547.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,3.0
13498,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,10.0,442.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,72.0,80.0
13499,Loyal Customer,Business travel,satisfied,Female,Business,40.0,851.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,18.0,36.0
13500,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,56.0,113.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0
13501,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,23.0,387.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,0.0,0.0
13502,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,27.0,319.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,7.0,0.0
13503,Loyal Customer,Business travel,satisfied,Female,Business,36.0,302.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0
13504,Loyal Customer,Business travel,satisfied,Male,Business,54.0,1670.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
13505,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,37.0,77.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,59.0,58.0
13506,Loyal Customer,Business travel,satisfied,Male,Eco,32.0,1105.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,4.0,5.0,1.0,4.0,2.0,0.0,0.0
13507,disloyal Customer,Business travel,satisfied,Male,Business,25.0,130.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,0.0
13508,Loyal Customer,Business travel,satisfied,Male,Business,66.0,442.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,0.0
13509,Loyal Customer,Business travel,satisfied,Male,Business,50.0,2336.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,7.0
13510,Loyal Customer,Personal Travel,satisfied,Female,Eco,36.0,588.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,0.0,0.0
13511,Loyal Customer,Business travel,satisfied,Male,Business,41.0,3237.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
13512,Loyal Customer,Business travel,satisfied,Female,Business,29.0,2586.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,16.0,5.0
13513,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,12.0,1532.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,0.0,0.0
13514,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,67.0,1130.0,2.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,39.0,36.0
13515,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,25.0,946.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,63.0,83.0
13516,Loyal Customer,Business travel,satisfied,Female,Business,58.0,1620.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0
13517,Loyal Customer,Business travel,satisfied,Female,Business,10.0,3036.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,0.0,0.0
13518,Loyal Customer,Business travel,satisfied,Female,Eco,18.0,550.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,5.0,0.0,0.0
13519,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,69.0,3801.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,15.0,0.0
13520,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,45.0,765.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,17.0
13521,Loyal Customer,Business travel,satisfied,Male,Business,9.0,604.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,0.0,1.0
13522,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,31.0,300.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,5.0,1.0,78.0,68.0
13523,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,31.0,577.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0
13524,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,41.0,627.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0
13525,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,58.0,677.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,78.0,81.0
13526,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,36.0,2588.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,2.0,0.0,0.0
13527,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,32.0,1158.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,0.0,15.0
13528,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,25.0,1010.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,0.0,22.0
13529,Loyal Customer,Business travel,satisfied,Female,Business,53.0,1677.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,32.0,17.0
13530,disloyal Customer,Business travel,satisfied,Female,Business,40.0,2300.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,0.0,0.0
13531,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,17.0,229.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,0.0,0.0
13532,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco Plus,39.0,1044.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,0.0,13.0
13533,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,63.0,563.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,46.0,66.0
13534,Loyal Customer,Personal Travel,satisfied,Male,Eco Plus,25.0,731.0,4.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,0.0
13535,Loyal Customer,Business travel,satisfied,Male,Business,53.0,3289.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,0.0
13536,Loyal Customer,Business travel,satisfied,Male,Eco,66.0,332.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,0.0,0.0
13537,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,29.0,528.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,29.0,11.0
13538,Loyal Customer,Business travel,satisfied,Female,Business,56.0,3746.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,15.0,13.0
13539,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,18.0,365.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0
13540,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,8.0,431.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,2.0,0.0,0.0
13541,disloyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,50.0,547.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,2.0,0.0
13542,Loyal Customer,Personal Travel,satisfied,Female,Eco,30.0,594.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,0.0,0.0
13543,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,30.0,192.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,30.0,20.0
13544,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,51.0,1999.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,15.0,11.0
13545,Loyal Customer,Business travel,neutral or dissatisfied,Male,Eco,32.0,265.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,0.0
13546,Loyal Customer,Business travel,satisfied,Male,Business,41.0,2608.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,0.0
13547,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,59.0,2125.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,7.0,0.0
13548,Loyal Customer,Business travel,satisfied,Female,Eco,60.0,308.0,4.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,0.0,21.0
13549,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,61.0,331.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,18.0,8.0
13550,Loyal Customer,Business travel,satisfied,Female,Business,66.0,280.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0
13551,Loyal Customer,Business travel,satisfied,Male,Business,26.0,1096.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,0.0,32.0
13552,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,57.0,331.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0
13553,Loyal Customer,Business travel,satisfied,Male,Business,39.0,1222.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,7.0,1.0
13554,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,36.0,266.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0
13555,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,18.0,1747.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,5.0,1.0,0.0,0.0
13556,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,16.0,1670.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0
13557,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,32.0,1134.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,47.0,57.0
13558,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,65.0,305.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,2.0,171.0,156.0
13559,Loyal Customer,Business travel,satisfied,Female,Business,40.0,2795.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,6.0
13560,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,47.0,604.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,113.0,141.0
13561,Loyal Customer,Business travel,satisfied,Male,Business,42.0,3181.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
13562,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,42.0,802.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,7.0
13563,Loyal Customer,Business travel,satisfied,Female,Eco Plus,50.0,462.0,2.0,3.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,15.0,13.0
13564,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,28.0,1253.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,1.0,0.0,0.0
13565,disloyal Customer,Business travel,satisfied,Male,Business,48.0,325.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0
13566,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,16.0,1062.0,2.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,259.0,261.0
13567,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,28.0,1460.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0
13568,Loyal Customer,Business travel,satisfied,Male,Business,54.0,270.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,44.0,26.0
13569,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,66.0,1199.0,2.0,4.0,2.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,13.0,21.0
13570,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,22.0,616.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,16.0,15.0
13571,Loyal Customer,Business travel,satisfied,Female,Business,59.0,2605.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,5.0,0.0,0.0
13572,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,21.0,2602.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,54.0,54.0
13573,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,21.0,599.0,3.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,0.0,0.0
13574,disloyal Customer,Business travel,satisfied,Male,Business,45.0,1096.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,18.0,15.0
13575,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,51.0,192.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,5.0,3.0,4.0,0.0,0.0
13576,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,14.0,1590.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0
13577,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,70.0,965.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0,2.0,4.0,0.0,2.0
13578,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco Plus,68.0,689.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,7.0,0.0
13579,Loyal Customer,Business travel,satisfied,Male,Business,57.0,337.0,2.0,2.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
13580,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,8.0,1140.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0
13581,disloyal Customer,Business travel,neutral or dissatisfied,Female,Business,40.0,588.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0
13582,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,25.0,323.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,72.0,78.0
13583,Loyal Customer,Business travel,satisfied,Female,Business,50.0,592.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0
13584,disloyal Customer,Business travel,neutral or dissatisfied,Male,Eco,22.0,113.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,52.0,59.0
13585,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,26.0,130.0,2.0,5.0,0.0,2.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,1.0,3.0
13586,disloyal Customer,Business travel,satisfied,Female,Eco,16.0,843.0,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,1.0,5.0,0.0,2.0
13587,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,54.0,191.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,0.0,0.0
13588,Loyal Customer,Business travel,satisfied,Male,Business,48.0,2767.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,28.0,15.0
13589,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,40.0,442.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,0.0
13590,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,50.0,692.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,9.0
13591,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,59.0,1400.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
13592,disloyal Customer,Business travel,satisfied,Male,Eco,23.0,419.0,4.0,0.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,70.0,55.0
13593,disloyal Customer,Business travel,satisfied,Male,Eco,24.0,748.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,4.0,2.0,4.0,3.0,1.0,6.0,4.0
13594,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,36.0,479.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,0.0,0.0
13595,Loyal Customer,Business travel,satisfied,Female,Business,44.0,598.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,0.0,4.0
13596,Loyal Customer,Personal Travel,satisfied,Female,Eco,58.0,134.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,5.0,47.0,48.0
13597,Loyal Customer,Business travel,satisfied,Female,Business,55.0,3903.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,15.0,51.0
13598,Loyal Customer,Business travel,satisfied,Female,Business,59.0,2556.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0
13599,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco,57.0,304.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,68.0
13600,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,50.0,590.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,5.0,24.0,21.0
13601,Loyal Customer,Business travel,satisfied,Female,Business,54.0,853.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,383.0,358.0
13602,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,40.0,1723.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,0.0,0.0
13603,Loyal Customer,Business travel,neutral or dissatisfied,Female,Eco Plus,40.0,826.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,8.0,8.0
13604,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,40.0,1449.0,1.0,1.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,205.0,210.0
13605,Loyal Customer,Business travel,neutral or dissatisfied,Female,Business,27.0,1513.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
13606,Loyal Customer,Business travel,satisfied,Male,Eco,48.0,106.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,0.0,3.0
13607,disloyal Customer,Business travel,neutral or dissatisfied,Male,Business,11.0,1119.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,23.0
13608,Loyal Customer,Business travel,satisfied,Female,Business,29.0,1522.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,12.0
13609,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,67.0,433.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,17.0,26.0
13610,Loyal Customer,Business travel,satisfied,Female,Business,56.0,534.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,0.0,0.0
13611,Loyal Customer,Personal Travel,satisfied,Male,Eco,12.0,632.0,5.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,31.0,37.0
13612,Loyal Customer,Business travel,neutral or dissatisfied,Male,Business,25.0,1325.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,0.0,52.0
13613,Loyal Customer,Business travel,satisfied,Female,Eco,31.0,143.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,0.0,0.0
13614,disloyal Customer,Business travel,satisfied,Male,Business,38.0,281.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,0.0,5.0
13615,disloyal Customer,Business travel,satisfied,Female,Business,21.0,1874.0,4.0,0.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0
13616,Loyal Customer,Business travel,satisfied,Male,Eco,66.0,389.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0
13617,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco,55.0,1107.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,0.0
13618,Loyal Customer,Personal Travel,satisfied,Female,Eco,45.0,436.0,0.0,5.0,0.0,2.0,4.0,5.0,5.0,4.0,0.0,4.0,5.0,4.0,4.0,0.0,9.0
13619,Loyal Customer,Personal Travel,neutral or dissatisfied,Male,Eco Plus,54.0,369.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,6.0,8.0
13620,disloyal Customer,Business travel,satisfied,Male,Business,23.0,134.0,5.0,0.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0
13621,Loyal Customer,Personal Travel,neutral or dissatisfied,Female,Eco,13.0,2454.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0
13622,Loyal Customer,Business travel,satisfied,Female,Business,43.0,102.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0
13623,disloyal Customer,Business travel,neutral or dissatisfied,Female,Eco,26.0,761.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,0.0,0.0
13624,Loyal Customer,Business travel,satisfied,Male,Eco,28.0,937.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,5.0,9.0,5.0
13625,disloyal Customer,Business travel,satisfied,Female,Eco,41.0,1482.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,0.0,0.0
13626,Loyal Customer,Business travel,satisfied,Male,Eco,37.0,333.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,27.0,16.0
13627,Loyal Customer,Business travel,satisfied,Female,Business,34.0,580.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,0.0,0.0
